PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
85.0,123.0,77.0,91.0,2900.0,2.0,-9.0,1028.0,-15.2,0.0,4,0.8
103.0,149.0,92.0,89.0,3300.0,2.0,-9.0,1033.0,-14.8,0.0,1,0.8
96.0,114.0,59.0,75.0,2700.0,2.0,-10.0,1032.0,-16.9,0.0,1,0.0
41.0,48.0,30.0,59.0,1400.0,2.0,-10.0,1029.0,-16.1,0.0,1,0.3
32.0,35.0,25.0,58.0,1300.0,2.0,-10.0,1028.0,-15.9,0.0,4,0.7
38.0,41.0,30.0,59.0,1300.0,2.0,-10.0,1029.0,-15.5,0.0,4,0.4
30.0,35.0,29.0,59.0,1200.0,2.0,-10.0,1031.0,-14.6,0.0,4,0.4
44.0,70.0,58.0,64.0,1600.0,2.0,-6.0,1029.0,-17.7,0.0,1,1.9
45.0,76.0,54.0,62.0,1900.0,2.0,-5.0,1030.0,-20.3,0.0,4,1.2
32.0,50.0,25.0,49.0,1200.0,6.0,-2.0,1032.0,-19.9,0.0,1,1.7
30.0,48.0,27.0,42.0,1000.0,18.0,0.0,1033.0,-20.3,0.0,5,1.1
42.0,58.0,37.0,51.0,1200.0,12.0,1.0,1031.0,-20.1,0.0,12,1.1
45.0,58.0,35.0,56.0,1300.0,12.0,3.0,1026.0,-20.4,0.0,1,1.2
35.0,48.0,24.0,56.0,1100.0,17.0,3.0,1028.0,-20.4,0.0,12,1.4
40.0,46.0,21.0,56.0,1000.0,20.0,4.0,1026.0,-19.6,0.0,12,2.2
49.0,67.0,30.0,63.0,1200.0,18.0,3.0,1025.0,-19.1,0.0,12,1.0
85.0,110.0,50.0,76.0,1500.0,13.0,3.0,1028.0,-16.7,0.0,13,1.3
99.0,133.0,54.0,93.0,1800.0,2.0,1.0,1026.0,-16.0,0.0,13,1.6
120.0,158.0,75.0,107.0,2500.0,2.0,-1.0,1027.0,-15.3,0.0,13,1.2
114.0,146.0,83.0,101.0,2600.0,2.0,-2.0,1027.0,-14.1,0.0,13,0.8
114.0,139.0,74.0,100.0,2400.0,2.0,-4.0,1028.0,-15.3,0.0,9,0.0
117.0,147.0,78.0,102.0,2700.0,2.0,-5.0,1025.0,-16.2,0.0,12,0.8
125.0,153.0,85.0,102.0,2800.0,2.0,-5.0,1025.0,-17.2,0.0,9,0.3
130.0,150.0,79.0,101.0,2900.0,2.0,-6.0,1030.0,-17.7,0.0,2,0.4
138.0,178.0,76.0,104.0,4100.0,2.0,-3.8,1029.8,-14.6,0.0,11,0.5
203.0,244.0,130.0,113.0,5800.0,11.0,-4.0,1026.0,-17.6,0.0,4,1.2
213.0,251.0,119.0,103.0,5800.0,16.0,-4.0,1028.0,-17.6,0.0,1,1.2
198.0,226.0,101.0,98.0,5500.0,10.0,-4.0,1029.0,-17.9,0.0,1,1.3
164.0,178.0,76.0,83.0,4200.0,4.0,-5.0,1026.0,-16.8,0.0,1,1.1
116.0,124.0,67.0,78.0,3400.0,2.0,-5.0,1026.0,-17.8,0.0,4,1.3
87.0,100.0,66.0,79.0,2900.0,2.0,-6.0,1026.0,-17.4,0.0,1,1.3
66.0,74.0,45.0,70.0,1900.0,2.0,-6.0,1026.0,-17.4,0.0,4,1.0
66.0,79.0,47.0,67.0,1900.0,2.0,-4.0,1030.0,-17.9,0.0,1,1.1
66.0,66.0,47.0,67.0,1900.0,2.0,-1.0,1025.0,-17.3,0.0,1,1.1
76.0,96.0,41.0,67.0,1700.0,2.0,1.0,1026.0,-16.9,0.0,5,1.2
89.0,105.0,47.0,67.0,1800.0,25.0,2.0,1027.0,-17.5,0.0,4,1.2
112.0,130.0,60.0,93.0,2000.0,22.0,2.0,1023.0,-17.0,0.0,1,1.9
123.0,138.0,63.0,99.0,2200.0,21.0,3.0,1023.0,-16.7,0.0,2,0.8
132.0,142.0,69.0,110.0,2400.0,17.0,3.0,1024.0,-17.3,0.0,1,0.8
138.0,153.0,74.0,127.0,2600.0,10.0,3.0,1023.0,-16.2,0.0,4,1.5
153.0,177.0,83.0,142.0,3000.0,6.0,3.0,1028.0,-15.2,0.0,4,0.9
164.0,193.0,87.0,148.0,3100.0,6.0,2.0,1023.0,-15.1,0.0,1,0.9
173.0,203.0,90.0,152.0,3200.0,5.0,1.0,1025.0,-13.9,0.0,15,1.2
172.0,197.0,84.0,141.0,3000.0,5.0,2.0,1025.0,-10.5,0.0,12,2.8
134.0,157.0,73.0,83.0,1800.0,35.0,1.0,1027.0,-5.9,0.0,12,3.3
109.0,109.0,42.0,61.0,1400.0,43.0,0.0,1026.0,-2.7,0.0,12,2.4
115.0,115.0,34.0,77.0,1600.0,19.0,0.0,1029.0,-2.9,0.0,15,1.6
116.0,116.0,36.0,84.0,1600.0,12.0,-1.0,1027.0,-3.8,0.0,12,1.1
123.0,123.0,38.0,90.0,1800.0,4.0,-2.0,1026.0,-4.2,0.0,3,0.0
132.0,132.0,35.0,100.0,1900.0,2.0,-2.0,1023.0,-3.7,0.0,1,0.0
138.0,138.0,41.0,106.0,2300.0,2.0,-2.0,1023.0,-4.3,0.0,1,0.6
151.0,151.0,38.0,108.0,3200.0,2.0,-5.0,1025.0,-6.8,0.0,14,0.5
154.0,154.0,30.0,105.0,3100.0,2.0,-5.0,1025.0,-6.4,0.0,0,0.0
157.0,157.0,35.0,110.0,3400.0,2.0,-6.0,1027.0,-7.8,0.0,4,0.4
168.0,173.0,41.0,113.0,3700.0,2.0,-7.0,1024.0,-9.1,0.0,1,0.7
195.0,197.0,48.0,119.0,4300.0,4.0,-7.0,1028.0,-9.1,0.0,14,0.8
197.0,206.0,54.0,125.0,5100.0,6.0,-5.0,1029.0,-7.9,0.0,15,0.7
213.0,239.0,86.0,142.0,5600.0,10.0,1.0,1029.0,-6.8,0.0,13,0.8
200.0,218.0,108.0,130.0,4200.0,16.0,3.0,1027.0,-9.0,0.0,3,1.3
184.0,197.0,98.0,129.0,3600.0,25.0,6.0,1025.0,-10.7,0.0,3,3.9
103.0,103.0,54.0,59.0,1700.0,75.0,7.0,1023.0,-11.2,0.0,3,3.2
56.0,56.0,36.0,22.0,900.0,105.0,8.0,1023.0,-11.4,0.0,3,3.7
56.0,56.0,32.0,23.0,900.0,104.0,8.0,1026.0,-11.9,0.0,6,4.5
50.0,55.0,26.0,23.0,800.0,102.0,8.0,1025.0,-13.0,0.0,3,1.7
38.0,41.0,21.0,24.0,700.0,96.0,7.0,1022.0,-15.8,0.0,6,2.5
23.0,33.0,20.0,28.0,600.0,84.0,6.0,1021.0,-18.0,0.0,6,4.4
18.0,26.0,19.0,40.0,600.0,65.0,5.0,1024.0,-17.4,0.0,3,3.1
15.0,29.0,11.0,36.0,600.0,70.0,4.0,1026.0,-17.0,0.0,7,1.8
13.0,35.0,10.0,39.0,700.0,66.0,3.0,1024.0,-16.7,0.0,3,2.4
12.0,42.0,14.0,27.0,500.0,73.0,3.0,1029.0,-16.2,0.0,5,4.0
15.0,62.0,14.0,26.0,500.0,70.0,1.0,1025.0,-16.9,0.0,3,6.2
12.0,75.0,11.0,26.0,400.0,66.0,0.0,1029.0,-16.4,0.0,4,2.3
12.0,49.0,10.0,26.0,400.0,63.0,-1.0,1027.0,-16.0,0.0,5,1.9
10.0,42.0,14.0,24.0,400.0,59.0,-1.0,1027.0,-16.0,0.0,3,3.1
13.0,32.0,18.0,34.0,500.0,43.0,-1.0,1026.0,-16.4,0.0,5,2.4
12.0,29.0,21.0,29.0,500.0,43.0,-1.0,1026.0,-15.6,0.0,4,2.7
10.0,39.0,17.0,16.0,400.0,80.0,-1.0,1026.0,-16.0,0.0,5,2.3
10.0,21.0,21.0,18.0,400.0,80.0,-2.0,1026.0,-16.5,0.0,4,2.7
7.0,19.0,18.0,16.0,400.0,82.0,-2.0,1027.0,-16.9,0.0,4,3.8
7.0,14.0,19.0,24.0,400.0,72.0,-2.0,1025.0,-17.3,0.0,4,1.5
10.0,20.0,26.0,24.0,500.0,74.0,0.0,1026.0,-16.8,0.0,4,1.9
15.0,30.0,31.0,28.0,600.0,73.0,1.1,1029.1,-17.8,0.0,6,4.8
9.0,19.0,26.0,14.0,500.0,90.0,3.0,1028.0,-17.8,0.0,3,2.9
8.0,19.0,21.0,16.0,500.0,88.0,3.0,1027.0,-18.4,0.0,7,3.6
8.0,19.0,12.0,16.0,400.0,74.0,3.7,1026.4,-17.9,0.0,6,4.3
13.0,18.0,15.0,15.0,500.0,76.0,6.0,1022.0,-18.0,0.0,3,3.1
11.0,37.0,14.0,11.0,500.0,85.0,6.0,1024.0,-17.3,0.0,3,3.3
10.0,68.0,12.0,9.0,400.0,88.0,6.0,1024.0,-16.6,0.0,3,5.3
8.0,64.0,9.0,15.0,400.0,80.0,6.0,1023.0,-15.3,0.0,6,4.6
10.0,217.0,3.0,9.0,300.0,97.0,3.0,1023.0,-16.7,0.0,4,5.4
5.0,134.0,4.0,10.0,300.0,91.0,3.0,1028.0,-15.7,0.0,4,3.7
11.0,81.0,4.0,10.0,300.0,90.0,3.0,1028.0,-15.2,0.0,4,3.9
7.0,41.0,6.0,10.0,300.0,88.0,2.0,1030.0,-15.1,0.0,4,3.8
5.0,33.0,5.0,10.0,300.0,84.0,1.0,1029.0,-15.5,0.0,4,3.4
6.0,18.0,6.0,11.0,300.0,82.0,1.0,1027.0,-15.1,0.0,4,2.4
8.0,13.0,6.0,11.0,400.0,81.0,1.0,1028.0,-14.7,0.0,4,2.8
8.0,10.0,6.0,10.0,300.0,82.0,1.0,1031.0,-14.7,0.0,4,1.7
7.0,14.0,7.0,17.0,400.0,74.0,0.0,1027.0,-15.2,0.0,4,2.0
8.0,11.0,7.0,17.0,400.0,74.0,0.0,1031.0,-15.2,0.0,4,1.7
7.0,8.0,7.0,12.0,300.0,79.0,-1.0,1027.0,-13.9,0.0,12,0.7
7.0,13.0,14.0,15.0,400.0,74.0,-1.0,1026.0,-13.9,0.0,5,1.3
7.0,16.0,26.0,19.0,500.0,68.0,-1.0,1029.0,-14.6,0.0,6,1.4
9.0,20.0,36.0,28.0,600.0,60.0,-5.0,1027.0,-14.9,0.0,1,0.3
12.0,25.0,34.0,39.0,600.0,45.0,-5.0,1030.0,-11.6,0.0,7,0.6
16.0,34.0,34.0,52.0,800.0,38.0,-1.0,1031.0,-12.9,0.0,6,0.2
14.0,28.0,22.0,45.0,700.0,48.0,3.0,1030.0,-15.2,0.0,5,1.4
12.0,21.0,17.0,29.0,600.0,68.0,4.0,1029.0,-15.9,0.0,3,1.7
12.0,14.0,11.0,23.0,600.0,79.0,5.0,1026.0,-15.0,0.0,15,1.6
13.0,13.0,10.0,18.0,500.0,85.0,6.0,1023.0,-14.7,0.0,11,1.7
19.0,22.0,13.0,33.0,700.0,73.0,6.0,1026.0,-15.3,0.0,12,1.1
22.0,28.0,14.0,34.0,700.0,75.0,7.0,1024.0,-15.1,0.0,15,2.2
27.0,39.0,18.0,41.0,800.0,71.0,7.0,1022.0,-15.1,0.0,15,2.7
31.0,44.0,19.0,48.0,800.0,67.0,6.0,1024.0,-15.3,0.0,12,2.3
38.0,56.0,23.0,82.0,1000.0,36.0,4.0,1024.0,-15.3,0.0,15,2.1
41.0,71.0,24.0,88.0,1100.0,25.0,3.0,1024.0,-15.2,0.0,15,1.7
51.0,82.0,24.0,101.0,1200.0,14.0,3.0,1020.0,-15.2,0.0,12,2.1
55.0,88.0,24.0,106.0,1300.0,8.0,3.0,1022.0,-14.7,0.0,12,1.4
57.0,86.0,28.0,100.0,1200.0,12.0,0.0,1023.0,-13.3,0.0,12,1.3
58.0,78.0,30.0,93.0,1200.0,16.0,-2.0,1022.0,-10.3,0.0,7,0.8
52.0,72.0,24.0,100.0,1200.0,8.0,-4.0,1023.0,-12.0,0.0,6,0.5
50.0,69.0,23.0,107.0,1400.0,2.0,-5.0,1022.0,-10.6,0.0,13,0.6
51.0,71.0,21.0,105.0,1500.0,2.0,-5.0,1022.0,-11.8,0.0,11,0.6
51.0,65.0,24.0,101.0,1500.0,2.0,-6.0,1018.0,-11.1,0.0,13,0.7
57.0,79.0,20.0,100.0,1800.0,2.0,-6.0,1017.0,-11.5,0.0,1,0.4
68.0,106.0,24.0,108.0,2500.0,12.0,-6.0,1015.0,-10.4,0.0,15,0.9
78.0,117.0,31.0,117.0,3100.0,14.0,-7.0,1017.0,-11.0,0.0,7,0.6
79.0,111.0,34.0,109.0,3100.0,15.0,-7.0,1016.0,-11.2,0.0,2,0.2
70.0,88.0,28.0,96.0,2600.0,14.0,-7.0,1016.0,-11.2,0.0,2,0.1
61.0,90.0,29.0,102.0,2700.0,15.0,-1.0,1017.0,-8.5,0.0,1,1.4
46.0,65.0,43.0,92.0,2100.0,22.0,4.0,1020.0,-13.4,0.0,4,2.3
46.0,65.0,43.0,92.0,2100.0,22.0,7.0,1015.0,-13.3,0.0,1,1.8
46.0,65.0,43.0,92.0,2100.0,22.0,8.0,1018.0,-14.3,0.0,0,1.6
35.0,37.0,31.0,34.0,900.0,80.0,10.0,1017.0,-14.0,0.0,15,1.6
36.0,36.0,29.0,41.0,1000.0,79.0,10.0,1014.0,-14.0,0.0,12,1.0
33.0,37.0,25.0,57.0,1100.0,66.0,10.0,1013.0,-14.0,0.0,15,2.0
48.0,58.0,29.0,89.0,1600.0,41.0,8.0,1012.0,-14.3,0.0,15,2.8
97.0,124.0,37.0,102.0,1900.0,40.0,7.0,1012.0,-14.5,0.0,15,2.7
84.0,111.0,33.0,90.0,1500.0,37.0,5.0,1011.0,-14.5,0.0,15,1.9
81.0,102.0,35.0,98.0,1500.0,31.0,5.0,1013.0,-13.9,0.0,12,2.1
86.0,106.0,44.0,111.0,1600.0,17.0,4.0,1013.0,-12.5,0.0,15,0.0
85.0,109.0,44.0,113.0,1600.0,12.0,1.0,1013.0,-11.4,0.0,7,1.1
93.0,127.0,48.0,118.0,2200.0,8.0,-1.0,1016.0,-10.6,0.0,14,0.3
94.0,123.0,43.0,116.0,2500.0,8.0,-2.0,1016.0,-10.6,0.0,5,1.1
78.0,108.0,57.0,107.0,2300.0,10.0,3.0,1015.0,-13.3,0.0,4,1.6
34.0,69.0,31.0,60.0,1000.0,30.0,6.0,1015.0,-13.6,0.0,3,4.5
14.0,42.0,25.0,34.0,600.0,55.0,4.0,1016.0,-13.8,0.0,4,2.4
4.0,37.0,6.0,12.0,300.0,101.0,3.0,1017.0,-13.8,0.0,5,1.6
3.0,5.0,5.0,8.0,300.0,108.0,3.0,1021.0,-14.2,0.0,4,2.4
4.0,32.0,5.0,5.0,300.0,114.0,3.0,1017.0,-16.7,0.0,3,5.2
6.0,23.0,6.0,10.0,300.0,102.0,3.0,1022.0,-15.2,0.0,3,3.7
8.0,27.0,22.0,32.0,500.0,68.0,2.0,1020.0,-16.0,0.0,5,3.1
13.0,27.0,28.0,29.0,500.0,70.0,2.0,1021.0,-17.0,0.0,3,4.2
11.0,26.0,24.0,26.0,500.0,79.0,2.0,1024.0,-16.5,0.0,3,2.8
12.0,37.0,44.0,29.0,600.0,73.0,2.0,1027.0,-16.5,0.0,3,3.1
11.0,34.0,32.0,24.0,600.0,80.0,2.0,1022.0,-18.1,0.0,3,4.5
15.0,23.0,19.0,21.0,600.0,85.0,2.0,1024.0,-18.7,0.0,5,2.8
8.0,11.0,14.0,16.0,500.0,90.0,3.0,1026.0,-20.4,0.0,5,1.9
11.0,23.0,8.0,14.0,500.0,91.0,3.0,1025.0,-22.8,0.0,1,2.2
11.0,34.0,8.0,20.0,400.0,83.0,2.1,1026.9,-16.9,0.0,4,3.1
6.0,26.0,6.0,15.0,400.0,94.0,3.0,1027.0,-24.7,0.0,4,2.8
3.0,34.0,3.0,7.0,300.0,102.0,3.0,1028.0,-25.8,0.0,4,2.9
5.0,33.0,5.0,9.0,300.0,98.0,1.0,1026.0,-27.3,0.0,5,3.1
8.0,53.0,5.0,9.0,300.0,99.0,0.0,1026.0,-26.1,0.0,4,2.5
6.0,37.0,5.0,11.0,300.0,95.0,-1.0,1031.0,-26.0,0.0,4,3.5
5.0,43.0,6.0,11.0,300.0,93.0,-2.0,1028.0,-25.3,0.0,4,2.5
8.0,34.0,7.0,11.0,300.0,90.0,-4.0,1029.0,-25.5,0.0,5,2.8
3.0,31.0,5.0,8.0,300.0,93.0,-4.0,1032.0,-26.2,0.0,4,2.0
3.0,16.0,5.0,6.0,300.0,92.0,-5.0,1031.0,-25.7,0.0,4,2.4
4.0,12.0,5.0,9.0,400.0,86.0,-5.0,1029.0,-25.7,0.0,4,1.4
6.0,11.0,5.0,15.0,300.0,77.0,-6.0,1032.0,-25.4,0.0,4,0.9
6.0,11.0,6.0,20.0,300.0,71.0,-7.0,1032.0,-24.2,0.0,5,1.5
6.0,11.0,4.0,18.0,400.0,71.0,-6.0,1033.0,-24.9,0.0,5,1.7
6.0,7.0,3.0,14.0,300.0,80.0,-7.0,1034.0,-24.7,0.0,5,1.3
6.0,10.0,7.0,16.0,400.0,77.0,-7.0,1033.0,-25.7,0.0,3,3.2
8.0,15.0,19.0,24.0,400.0,64.0,-7.0,1030.0,-25.2,0.0,5,1.5
8.0,19.0,37.0,22.0,500.0,67.0,-7.0,1035.0,-25.7,0.0,4,1.7
8.0,20.0,36.0,22.0,500.0,67.0,-5.0,1030.0,-25.1,0.0,3,2.7
12.0,21.0,35.0,18.0,600.0,75.0,-2.0,1035.0,-25.3,0.0,1,3.7
12.0,19.0,22.0,12.0,400.0,85.0,-1.0,1033.0,-26.0,0.0,4,2.6
7.0,10.0,14.0,11.0,400.0,87.0,1.0,1033.0,-26.3,0.0,8,1.0
10.0,10.0,12.0,9.0,400.0,92.0,1.0,1028.0,-26.3,0.0,14,1.6
12.0,12.0,12.0,16.0,400.0,86.0,2.0,1029.0,-26.5,0.0,15,1.1
14.0,14.0,12.0,24.0,500.0,80.0,3.0,1029.0,-26.9,0.0,15,2.4
15.0,17.0,10.0,30.0,500.0,77.0,2.0,1025.0,-26.5,0.0,15,2.1
24.0,37.0,15.0,33.0,600.0,77.0,1.0,1028.0,-25.3,0.0,12,3.5
33.0,59.0,23.0,44.0,700.0,65.0,0.0,1029.0,-24.4,0.0,15,2.3
43.0,72.0,22.0,42.0,800.0,68.0,-1.0,1024.0,-23.7,0.0,12,2.4
54.0,89.0,32.0,56.0,900.0,51.0,-1.0,1027.0,-22.4,0.0,12,2.0
60.0,98.0,29.0,51.0,900.0,56.0,-2.0,1026.0,-22.0,0.0,15,1.6
68.0,102.0,34.0,61.0,1100.0,44.0,-4.0,1025.0,-21.2,0.0,13,1.2
76.0,112.0,42.0,68.0,1200.0,33.0,-6.0,1027.0,-17.4,0.0,13,0.0
89.0,130.0,50.0,78.0,1300.0,19.0,-8.0,1030.0,-20.5,0.0,11,0.5
104.0,135.0,54.0,84.0,1700.0,12.0,-8.0,1027.0,-20.8,0.0,0,0.5
112.0,144.0,59.0,87.0,2200.0,14.0,-8.0,1024.0,-21.8,0.0,4,1.2
94.0,121.0,64.0,89.0,2700.0,16.0,-8.0,1024.0,-21.8,0.0,4,1.0
79.0,100.0,52.0,81.0,2100.0,14.0,-7.0,1025.0,-22.9,0.0,5,1.3
84.0,109.0,50.0,79.0,2200.0,13.0,-7.0,1023.0,-21.7,0.0,1,0.8
89.0,114.0,63.0,79.0,2300.0,13.0,-8.0,1024.0,-21.8,0.0,1,1.1
81.0,100.0,50.0,75.0,2000.0,12.0,-8.0,1026.0,-21.1,0.0,1,1.0
61.0,77.0,41.0,71.0,1500.0,12.0,-7.0,1024.0,-21.0,0.0,4,1.0
61.0,81.0,38.0,71.0,1700.0,14.0,-5.0,1026.0,-21.6,0.0,14,0.8
65.0,86.0,40.0,60.0,1600.0,14.0,-1.0,1024.0,-21.2,0.0,4,1.8
70.0,90.0,34.0,60.0,1500.0,202.0,1.0,1021.0,-21.4,0.0,1,2.0
75.0,89.0,45.0,60.0,1500.0,215.0,2.0,1024.0,-22.0,0.0,3,1.2
75.0,80.0,50.0,60.0,1400.0,216.0,3.7,1023.5,-20.6,0.0,13,1.2
75.0,76.0,50.0,74.0,1400.0,216.0,5.0,1019.0,-21.2,0.0,7,0.8
76.0,79.0,42.0,84.0,1500.0,216.0,7.0,1018.0,-20.6,0.0,12,2.3
83.0,98.0,41.0,100.0,1700.0,216.0,6.0,1015.0,-20.4,0.0,12,3.6
125.0,159.0,49.0,117.0,2100.0,163.0,5.0,1016.0,-19.6,0.0,12,3.4
122.0,149.0,42.0,106.0,1800.0,45.0,4.0,1017.0,-19.6,0.0,12,3.1
131.0,165.0,53.0,121.0,1900.0,32.0,3.0,1014.0,-19.1,0.0,15,2.8
150.0,194.0,56.0,114.0,2000.0,38.0,1.0,1016.0,-16.4,0.0,13,1.3
164.0,206.0,58.0,114.0,2200.0,35.0,-2.0,1018.0,-13.8,0.0,14,0.9
165.0,196.0,56.0,126.0,2400.0,22.0,-4.0,1014.0,-12.7,0.0,3,0.5
153.0,181.0,49.0,122.0,2600.0,22.0,-4.0,1013.0,-16.6,0.0,1,1.6
169.0,210.0,102.0,139.0,4000.0,29.0,-1.0,1015.0,-16.8,0.0,1,1.2
193.0,238.0,112.0,132.0,4600.0,33.0,-2.0,1013.0,-17.3,0.0,4,1.7
173.0,196.0,86.0,117.0,3700.0,29.0,-4.0,1015.0,-17.2,0.0,1,0.7
126.0,143.0,66.0,100.0,2700.0,24.0,-6.0,1013.0,-15.0,0.0,0,0.5
128.0,129.0,57.0,95.0,2600.0,24.0,-7.0,1015.0,-16.2,0.0,9,0.2
106.0,113.0,48.0,95.0,2400.0,21.0,-8.0,1015.0,-15.3,0.0,14,0.6
117.0,124.0,51.0,98.0,2500.0,21.0,-8.0,1010.0,-15.5,0.0,7,0.7
124.0,142.0,59.0,105.0,2900.0,22.0,-8.0,1011.0,-15.0,0.0,10,0.3
115.0,134.0,49.0,103.0,2800.0,21.0,-8.0,1012.0,-13.8,0.0,12,0.5
115.0,143.0,41.0,104.0,3000.0,21.0,-2.0,1010.0,-13.8,0.0,15,0.8
107.0,131.0,42.0,110.0,3100.0,24.0,3.0,1013.0,-15.7,0.0,14,1.1
104.0,131.0,42.0,120.0,3100.0,27.0,6.0,1012.0,-15.3,0.0,14,1.7
104.0,91.0,42.0,104.0,2100.0,36.0,8.0,1009.0,-15.6,0.0,15,1.3
104.0,91.0,41.0,93.0,1700.0,47.0,11.0,1011.0,-18.4,0.0,12,1.9
56.0,178.0,38.0,119.0,2200.0,42.0,12.5,1009.5,-16.2,0.0,15,2.0
77.0,130.0,35.0,79.0,1300.0,75.0,12.0,1010.0,-16.6,0.0,12,2.7
81.0,128.0,35.0,68.0,1200.0,83.0,12.0,1005.0,-17.6,0.0,12,1.3
75.0,122.0,32.0,70.0,1300.0,75.0,11.0,1008.0,-17.4,0.0,12,2.3
92.0,146.0,41.0,98.0,1500.0,53.0,8.0,1007.0,-15.6,0.0,12,1.3
144.0,208.0,48.0,121.0,2100.0,38.0,4.0,1009.0,-14.3,0.0,12,1.8
167.0,234.0,50.0,132.0,2400.0,28.0,4.0,1007.0,-14.3,0.0,12,2.0
164.0,215.0,47.0,131.0,2300.0,22.0,2.0,1008.0,-12.6,0.0,3,0.8
141.0,185.0,46.0,126.0,2600.0,22.0,1.0,1009.0,-13.1,0.0,3,0.0
118.0,157.0,48.0,116.0,2400.0,22.0,1.0,1009.0,-13.9,0.0,10,1.1
108.0,128.0,49.0,104.0,2200.0,23.0,3.0,1010.0,-12.9,0.0,1,1.3
49.0,76.0,29.0,55.0,1100.0,48.0,3.0,1011.0,-14.7,0.0,4,1.5
42.0,76.0,29.0,61.0,1100.0,36.0,0.4,1012.1,-13.3,0.0,0,1.3
90.0,144.0,48.0,90.0,2400.0,25.0,3.0,1010.0,-13.8,0.0,1,1.6
168.0,245.0,88.0,110.0,4400.0,22.0,2.0,1009.0,-12.6,0.0,1,1.7
160.0,223.0,89.0,109.0,4400.0,21.0,1.0,1010.0,-12.1,0.0,5,0.9
76.0,103.0,43.0,77.0,2100.0,32.0,-1.0,1009.0,-13.6,0.0,3,0.8
36.0,55.0,24.0,62.0,1100.0,36.0,-4.0,1013.0,-13.9,0.0,5,1.1
22.0,42.0,16.0,60.0,900.0,39.0,-2.0,1013.0,-11.8,0.0,4,0.8
21.0,46.0,24.0,58.0,900.0,44.0,3.0,1015.0,-14.2,0.0,4,0.9
31.0,58.0,20.0,51.0,1000.0,55.0,4.0,1015.0,-15.9,0.0,1,1.6
28.0,51.0,15.0,27.0,700.0,76.0,6.0,1010.0,-16.6,0.0,1,2.2
32.0,50.0,20.0,22.0,600.0,78.0,8.0,1008.0,-16.4,0.0,4,2.1
26.0,42.0,28.0,21.0,700.0,82.0,9.0,1010.0,-17.1,0.0,4,3.7
21.0,39.0,22.0,16.0,600.0,88.0,10.0,1009.0,-17.2,0.0,5,3.0
16.0,36.0,13.0,12.0,600.0,94.0,11.0,1007.0,-16.4,0.0,7,1.9
13.0,36.0,9.0,10.0,600.0,101.0,11.0,1011.0,-17.4,0.0,7,2.4
15.0,38.0,9.0,12.0,400.0,99.0,10.0,1008.0,-17.2,0.0,6,2.4
17.0,46.0,11.0,23.0,500.0,85.0,7.0,1011.0,-15.8,0.0,7,1.4
17.0,46.0,14.0,35.0,600.0,80.0,7.0,1008.0,-17.2,0.0,5,2.0
8.0,33.0,4.0,27.0,500.0,92.0,5.0,1013.0,-16.2,0.0,6,0.7
12.0,39.0,4.0,19.0,500.0,98.0,5.0,1014.0,-16.2,0.0,5,3.5
10.0,35.0,3.0,13.0,400.0,103.0,4.0,1010.0,-15.3,0.0,4,1.8
9.0,26.0,3.0,14.0,400.0,102.0,3.0,1016.0,-15.2,0.0,4,1.3
10.0,21.0,3.0,11.0,400.0,105.0,3.0,1012.0,-13.8,0.0,4,1.9
11.0,20.0,4.0,12.0,400.0,100.0,1.0,1017.0,-13.1,0.0,6,1.0
6.0,16.0,3.0,18.0,400.0,94.0,1.0,1013.0,-13.5,0.0,1,1.2
18.0,28.0,8.0,36.0,600.0,73.0,-1.0,1014.0,-12.6,0.0,4,0.8
14.0,23.0,7.0,34.0,500.0,73.0,-4.0,1015.0,-12.7,0.0,4,0.6
17.0,25.0,11.0,44.0,500.0,66.0,-5.0,1015.0,-11.6,0.0,1,0.8
17.0,24.0,14.0,52.0,600.0,55.0,-6.0,1014.0,-13.2,0.0,1,1.0
15.0,29.0,10.0,53.0,700.0,54.0,-5.0,1013.0,-11.4,0.0,5,0.7
17.0,33.0,14.0,62.0,700.0,44.0,-5.0,1012.0,-11.2,0.0,4,0.9
17.0,33.0,14.0,62.0,700.0,44.0,2.0,1014.0,-12.6,0.0,0,0.9
25.0,40.0,14.0,28.0,700.0,44.0,3.0,1018.0,-13.8,0.0,1,2.7
23.0,36.0,12.0,45.0,700.0,61.0,5.0,1013.0,-13.4,0.0,0,1.5
21.0,27.0,8.0,34.0,600.0,75.0,6.0,1012.0,-13.6,0.0,2,1.0
22.0,28.0,9.0,34.0,600.0,76.0,5.0,1016.0,-13.9,0.0,15,3.6
26.0,32.0,11.0,44.0,700.0,70.0,6.0,1014.0,-14.2,0.0,15,2.5
31.0,41.0,14.0,48.0,800.0,72.0,8.0,1012.0,-14.3,0.0,15,2.8
35.0,44.0,15.0,48.0,800.0,73.0,7.0,1014.0,-14.5,0.0,12,2.4
29.0,42.0,11.0,40.0,600.0,77.0,6.0,1012.0,-14.7,0.0,15,3.0
24.0,40.0,9.0,35.0,600.0,78.0,5.0,1012.0,-14.5,0.0,12,2.8
38.0,62.0,14.0,38.0,700.0,78.0,5.0,1015.0,-13.9,0.0,12,2.4
47.0,74.0,17.0,52.0,800.0,66.0,4.0,1012.0,-14.3,0.0,12,2.8
63.0,92.0,20.0,57.0,1100.0,63.0,4.0,1015.0,-13.8,0.0,12,2.1
